,,,0
Инженер-программист микроконтроллеров,salary_from_uniques,70000.0,1
Инженер-программист микроконтроллеров,salary_to_uniques,150000.0,1
Инженер-программист микроконтроллеров,experience_uniques,От 1 года до 3 лет,2
Инженер-программист микроконтроллеров,employment_uniques,Полная занятость,2
Инженер-программист микроконтроллеров,schedule_uniques,Полный день,1
Инженер-программист микроконтроллеров,schedule_uniques,Гибкий график,1
Инженер-программист микроконтроллеров / Embedded software engineer,salary_from_uniques,130000.0,1
Инженер-программист микроконтроллеров / Embedded software engineer,salary_to_uniques,0.0,1
Инженер-программист микроконтроллеров / Embedded software engineer,experience_uniques,От 3 до 6 лет,1
Инженер-программист микроконтроллеров / Embedded software engineer,employment_uniques,Полная занятость,1
Инженер-программист микроконтроллеров / Embedded software engineer,schedule_uniques,Полный день,1
Инженер-программист микроконтроллеров / Embedded software engineer,key_skills_uniques,C++,1
Инженер-программист микроконтроллеров / Embedded software engineer,key_skills_uniques,Linux,1
Инженер-программист микроконтроллеров / Embedded software engineer,key_skills_uniques,SolidWorks,1
Инженер-программист микроконтроллеров / Embedded software engineer,key_skills_uniques,Mathcad,1
Инженер-программист микроконтроллеров / Embedded software engineer,key_skills_uniques,TCP/IP,1
Инженер-разработчик (программист микроконтроллеров),experience_uniques,От 3 до 6 лет,1
Инженер-разработчик (программист микроконтроллеров),employment_uniques,Полная занятость,1
Инженер-разработчик (программист микроконтроллеров),schedule_uniques,Полный день,1
Инженер-разработчик C#,salary_from_uniques,150000.0,1
Инженер-разработчик C#,salary_to_uniques,180000.0,1
Инженер-разработчик C#,experience_uniques,От 3 до 6 лет,1
Инженер-разработчик C#,employment_uniques,Полная занятость,1
Инженер-разработчик C#,schedule_uniques,Гибкий график,1
Инженер-разработчик C#,key_skills_uniques,Git,1
Инженер-разработчик C#,key_skills_uniques,WCF,1
Инженер-разработчик C#,key_skills_uniques,Entity Framework,1
Инженер-разработчик C#,key_skills_uniques,.NET Framework,1
Инженер-разработчик C#,key_skills_uniques,JavaScript,1
Инженер-разработчик C#,key_skills_uniques,MS Visual Studio,1
Инженер-разработчик C#,key_skills_uniques,C#,1
Инженер-разработчик C#,key_skills_uniques,MS SQL,1
